FIPS,Percent,Total,%,Distance to Closest (Miles),Normalized,Normalized%,,,28.7,2.6
21179,0.1,"4,610",10,166.8759561,0.885756005,0.283524904,,,,
21181,0.173,"1,240",17.3,95.93617667,0.440276314,0.563218391,,,,
21183,0.135,"3,250",13.5,180.1622197,0.844907514,0.417624521,,,,
21185,0.054,"3,620",5.4,177.2954237,0.966600955,0.107279693,,,,
21187,0.136,"1,480",13.6,121.3094702,0.574842218,0.421455939,,,,
21189,0.217,960,21.7,72.22586856,1.01566505,0.731800766,,,,
21191,0.138,"2,010",13.8,148.3506188,0.550956883,0.429118774,,,,
21193,0.181,"4,750",18.1,198.1122834,0.65310554,0.593869732,,,,
21195,0.192,"11,260",19.2,154.2505941,0.712253926,0.636015326,,,,
21197,0.173,"2,120",17.3,61.95909788,0.486582968,0.563218391,,,,
21199,0.167,"10,790",16.7,184.1442708,0.949105892,0.540229885,,,,
21201,0.167,360,16.7,132.015217,0.556558156,0.540229885,,,,
21203,0.164,"2,760",16.4,36.99508708,0.85235349,0.528735632,,,,
21205,0.174,"4,260",17.4,123.208193,0.51361458,0.567049808,,,,
21207,0.166,"2,960",16.6,199.4586495,0.885639072,0.536398467,,,,
21209,0.1,"5,620",10,92.04074013,0.823389051,0.283524904,,,,
21211,0.091,"4,380",9.1,123.5473335,0.193822337,0.249042146,,,,
21213,0.121,"2,210",12.1,121.9250287,0.750303596,0.363984674,,,,
21215,0.086,"1,620",8.6,100.0141193,0.57066216,0.229885057,,,,
21217,0.149,"3,810",14.9,139.7847997,0.241998778,0.471264368,,,,
21219,0.141,"1,740",14.1,144.2387642,0.36366131,0.440613027,,,,
21221,0.14,"2,040",14,91.31065732,0.924498071,0.436781609,,,,
21223,0.147,"1,250",14.7,152.3289063,0.594672273,0.463601533,,,,
21225,0.144,"2,100",14.4,160.0804567,0.290604767,0.45210728,,,,
21227,0.129,"16,830",12.9,175.9977435,0.697626508,0.394636015,,,,
21229,0.125,"1,510",12.5,162.0889756,0.423254746,0.379310345,,,,
21231,0.161,"3,300",16.1,43.94967483,0.516214703,0.517241379,,,,
21233,0.168,"2,180",16.8,178.6322162,0.341612953,0.544061303,,,,
21235,0.172,"6,220",17.2,47.52700598,0.693050232,0.559386973,,,,
21237,0.259,"1,860",25.9,74.53926619,0.811162615,0.892720307,,,,
21239,0.099,"2,620",9.9,160.7165342,0.336531553,0.279693487,,,,
22001,0.173,"10,790",17.3,83.55394376,0.238223872,0.563218391,,,,
22003,0.147,"3,760",14.7,116.8200285,0.100892656,0.463601533,,,,
22005,0.095,"11,880",9.5,36.38627881,0.19498756,0.264367816,,,,
22007,0.164,"3,640",16.4,128.4789111,0.1463639,0.528735632,,,,
22009,0.182,"7,350",18.2,110.476489,0.338342768,0.597701149,,,,
22011,0.136,"5,100",13.6,61.23335643,0.203172229,0.421455939,,,,
22013,0.192,"2,570",19.2,188.1543559,0.099290141,0.636015326,,,,
22015,0.131,"16,680",13.1,143.6986917,0.065404228,0.402298851,,,,
22017,0.16,"39,040",16,62.34515922,0.447184831,0.513409962,,,,
22019,0.142,"28,770",14.2,74.11486233,0.143078937,0.444444444,,,,
22021,0.161,"1,600",16.1,74.3160934,0.528492141,0.517241379,,,,
22023,0.102,710,10.2,151.4558802,0.222210746,0.291187739,,,,
22025,0.162,"1,550",16.2,48.49637922,0.26063947,0.521072797,,,,
22027,0.192,"3,050",19.2,88.24491155,0.244750969,0.636015326,,,,
22029,0.179,"3,490",17.9,195.4865989,0.120559349,0.586206897,,,,
22031,0.155,"4,260",15.5,57.39191467,0.020917237,0.494252874,,,,
22033,0.129,"57,100",12.9,122.1723338,0.24951565,0.394636015,,,,
22035,0.259,"1,800",25.9,119.0315164,0.125771926,0.892720307,,,,
22037,0.114,"2,190",11.4,72.49042144,0.184906218,0.337164751,,,,
22039,0.208,"6,960",20.8,121.651524,0.170161438,0.697318008,,,,
22041,0.18,"3,620",18,157.4374139,0.114938066,0.590038314,,,,
22043,0.137,"3,060",13.7,91.39380123,0.279402668,0.425287356,,,,
22045,0.166,"11,770",16.6,108.2068444,0.109407363,0.536398467,,,,
22047,0.142,"4,620",14.2,155.8288965,0.15928994,0.444444444,,,,
22049,0.16,"2,530",16,120.3629919,0.073444464,0.513409962,,,,
22051,0.139,"60,310",13.9,114.8154673,0.360465425,0.432950192,,,,
22053,0.155,"4,860",15.5,122.3700877,0.309155622,0.494252874,,,,
22055,0.129,"31,330",12.9,111.0715419,0.149078909,0.394636015,,,,
22057,0.141,"13,810",14.1,186.8313163,0.161927487,0.440613027,,,,
22059,0.124,"1,850",12.4,157.4955579,0.175797894,0.375478927,,,,
22061,0.166,"7,840",16.6,140.9344752,0.09817959,0.536398467,,,,
22063,0.109,"15,390",10.9,95.12271614,0.24158266,0.318007663,,,,
22065,0.206,"2,290",20.6,90.41926669,0.127393964,0.689655172,,,,
22067,0.176,"4,440",17.6,106.2121658,0.243413257,0.574712644,,,,
22069,0.165,"6,360",16.5,82.17282599,0.085902485,0.53256705,,,,
22071,0.173,"67,740",17.3,119.5216618,0.026538654,0.563218391,,,,
22073,0.157,"24,270",15.7,124.7977209,0.244804811,0.501915709,,,,
22075,0.138,"3,210",13.8,100.7800287,0.176033968,0.429118774,,,,
22077,0.168,"3,670",16.8,136.7077805,0.031383092,0.544061303,,,,
22079,0.144,"18,720",14.4,55.11035424,0.161589626,0.45210728,,,,
22081,0.168,"1,430",16.8,88.76498209,0.089581202,0.544061303,,,,
22083,0.179,"3,620",17.9,85.85612871,0.297008479,0.586206897,,,,
22085,0.155,"3,720",15.5,108.1281973,0.195308563,0.494252874,,,,
22087,0.174,"8,130",17.4,98.66829138,0.04866965,0.567049808,,,,
22089,0.105,"5,560",10.5,180.7594856,0.157297859,0.302681992,,,,
22091,0.175,"1,790",17.5,122.6551366,0.171278746,0.570881226,,,,
22093,0.119,"2,530",11.9,107.3446307,0.099753497,0.356321839,,,,
22095,0.124,"5,360",12.4,96.62801985,0.264640263,0.375478927,,,,
22097,0.158,"13,040",15.8,122.7326507,0.198024578,0.505747126,,,,
22099,0.135,"7,220",13.5,186.8025308,0.286157159,0.417624521,,,,
22101,0.166,"8,310",16.6,191.9026077,0.170447574,0.536398467,,,,
22103,0.116,"29,910",11.6,61.25456394,0.200732207,0.344827586,,,,
22105,0.163,"21,790",16.3,144.837017,0.272522631,0.524904215,,,,
22107,0.18,800,18,67.38246856,0.272802186,0.590038314,,,,
22109,0.15,"16,690",15,91.28917349,0.140462735,0.475095785,,,,
22111,0.146,"3,250",14.6,81.25437098,0.432124618,0.459770115,,,,
22113,0.146,"8,740",14.6,137.696307,0.220644811,0.459770115,,,,
22115,0.156,"7,710",15.6,70.15065297,0.312521028,0.498084291,,,,
22117,0.177,"8,210",17.7,175.0288042,0.158474435,0.578544061,,,,
22119,0.176,"6,830",17.6,80.15890636,0.070567607,0.574712644,,,,
22121,0.117,"3,090",11.7,70.56488854,0.19737478,0.348659004,,,,
22123,0.16,"1,750",16,125.0233522,0.173115368,0.513409962,,,,
22125,0.093,"1,440",9.3,109.8251581,0.23645457,0.256704981,,,,
22127,0.149,"2,120",14.9,47.34464283,3.159760566,0.471264368,,,,
23001,0.12,"12,920",12,163.4097807,4.100664539,0.360153257,,,,
23003,0.135,"9,140",13.5,51.71362439,3.041262409,0.417624521,,,,
23005,0.092,"27,140",9.2,79.66653999,3.37193198,0.252873563,,,,
23007,0.112,"3,360",11.2,107.1961409,3.558797183,0.329501916,,,,
23009,0.105,"5,740",10.5,148.0262784,3.289475089,0.302681992,,,,
23011,0.116,"14,170",11.6,110.5621156,3.296239518,0.344827586,,,,
23013,0.099,"3,960",9.9,102.0989956,3.222054371,0.279693487,,,,
23015,0.107,"3,690",10.7,80.63539532,3.190597626,0.310344828,,,,
23017,0.127,"7,330",12.7,152.6058279,3.727830782,0.38697318,,,,
23019,0.122,"18,570",12.2,84.68811498,3.77200432,0.367816092,,,,
23021,0.152,"2,560",15.2,183.9611224,3.147922601,0.482758621,,,,
23023,0.095,"3,410",9.5,81.02238936,3.592868522,0.264367816,,,,
23025,0.155,"7,820",15.5,65.19644235,3.402995295,0.494252874,,,,
23027,0.112,"4,450",11.2,96.12367981,3.773329252,0.329501916,,,,
23029,0.15,"4,700",15,78.09228213,2.890323949,0.475095785,,,,
23031,0.095,"19,670",9.5,139.9892612,1.300785911,0.264367816,,,,
24001,0.156,"11,040",15.6,95.89898355,0.951623483,0.498084291,,,,
24003,0.083,"47,920",8.3,76.46507464,1.108961459,0.218390805,,,,
24005,0.103,"85,270",10.3,112.4690543,0.791517118,0.295019157,,,,
24009,0.072,"6,590",7.2,100.820741,0.90500568,0.176245211,,,,
24011,0.122,"4,050",12.2,168.872721,1.160165319,0.367816092,,,,
24013,0.085,"14,310",8.5,197.2237235,1.143617346,0.22605364,,,,
24015,0.111,"11,470",11.1,43.35565928,0.80202343,0.325670498,,,,
24017,0.072,"11,570",7.2,69.7246202,0.76108103,0.176245211,,,,
24019,0.14,"4,490",14,129.351839,1.153762625,0.436781609,,,,
24021,0.089,"22,780",8.9,101.3022235,1.228292797,0.24137931,,,,
24023,0.132,"3,840",13.2,84.77271169,1.138408755,0.406130268,,,,
24025,0.089,"22,480",8.9,182.0636847,1.049166256,0.24137931,,,,
24027,0.073,"23,390",7.3,75.14269114,1.032596022,0.180076628,,,,
24029,0.12,"2,340",12,198.2568552,1.027524684,0.360153257,,,,
24031,0.083,"87,190",8.3,119.1648042,0.901696092,0.218390805,,,,
24033,0.081,"74,130",8.1,84.39290858,0.96777741,0.210727969,,,,
24035,0.089,"4,440",8.9,128.8141683,0.709860244,0.24137931,,,,
24037,0.096,"10,830",9.6,185.067973,0.6482134,0.268199234,,,,
24039,0.148,"3,810",14.8,96.37049959,0.864305322,0.46743295,,,,
24041,0.108,"4,020",10.8,78.79291432,1.233248077,0.314176245,,,,
24043,0.132,"19,850",13.2,91.72689307,0.743766992,0.406130268,,,,
24045,0.132,"13,680",13.2,58.78704658,0.712515079,0.406130268,,,,
24047,0.137,"7,130",13.7,154.4851596,1.055113774,0.425287356,,,,
24510,0.155,"93,350",15.5,163.7630202,2.468794644,0.494252874,,,,
25001,0.086,"18,410",8.6,69.60666854,2.259483412,0.229885057,,,,
25003,0.103,"12,950",10.3,73.82821293,2.352437412,0.295019157,,,,
25005,0.11,"61,940",11,105.2877292,2.321798574,0.32183908,,,,
25007,0.082,"1,430",8.2,84.78709929,2.623246815,0.214559387,,,,
25009,0.094,"73,630",9.4,131.4655453,2.389613597,0.260536398,,,,
25011,0.099,"7,010",9.9,96.86968389,2.245322321,0.279693487,,,,
25013,0.122,"57,150",12.2,76.67483447,2.305605588,0.367816092,,,,
25015,0.081,"13,090",8.1,70.08850164,2.50759953,0.210727969,,,,
25017,0.072,"116,020",7.2,182.5292713,2.39785278,0.176245211,,,,
25019,0.078,870,7.8,74.38862057,2.440739453,0.199233716,,,,
25021,0.07,"49,120",7,125.1716771,2.442820308,0.168582375,,,,
25023,0.075,"39,020",7.5,157.0548571,2.509387238,0.187739464,,,,
25025,0.122,"97,820",12.2,28.7522462,2.399228086,0.367816092,,,,
25027,0.091,"75,560",9.1,95.21053948,3.056287437,0.249042146,,,,
26001,0.163,"1,690",16.3,119.8245246,3.536251282,0.524904215,,,,
26003,0.142,"1,290",14.2,57.72834772,2.225753594,0.444444444,,,,
26005,0.096,"11,260",9.6,79.42978581,3.170176914,0.268199234,,,,
26007,0.145,"4,110",14.5,188.3078526,3.077808698,0.455938697,,,,
26009,0.126,"2,940",12.6,188.3300564,2.829072195,0.383141762,,,,
26011,0.158,"2,370",15.8,49.63983267,3.646440913,0.505747126,,,,
26013,0.155,"1,290",15.5,156.8810497,2.249156199,0.494252874,,,,
26015,0.101,"6,190",10.1,57.79340046,2.703414656,0.287356322,,,,
26017,0.146,"15,080",14.6,55.05714549,2.92954221,0.459770115,,,,
26019,0.121,"2,140",12.1,180.4492984,1.994443379,0.363984674,,,,
26021,0.14,"21,600",14,92.84099352,2.032512634,0.436781609,,,,
26023,0.136,"5,900",13.6,126.684785,2.14712604,0.421455939,,,,
26025,0.149,"19,900",14.9,108.8768719,1.989851511,0.471264368,,,,
26027,0.13,"6,720",13,185.037869,3.183347413,0.398467433,,,,
26029,0.126,"3,290",12.6,185.6465955,3.258003752,0.383141762,,,,
26031,0.167,"4,250",16.7,47.54623185,3.545783256,0.540229885,,,,
26033,0.154,"5,750",15.4,60.3442369,2.745276264,0.490421456,,,,
26035,0.193,"5,910",19.3,43.35808487,2.406787892,0.639846743,,,,
26037,0.092,"7,230",9.2,93.82675189,2.993247954,0.252873563,,,,
26039,0.162,"2,260",16.2,92.06049434,3.365642186,0.521072797,,,,
26041,0.145,"5,210",14.5,60.12069072,3.408763241,0.455938697,,,,
26043,0.119,"3,030",11.9,40.73178918,2.275040794,0.356321839,,,,
26045,0.114,"12,530",11.4,76.38279326,3.265738771,0.337164751,,,,
26047,0.13,"4,320",13,111.7860389,2.500970257,0.398467433,,,,
26049,0.161,"65,660",16.1,85.84280512,2.77152274,0.517241379,,,,
26051,0.154,"3,900",15.4,85.65141286,3.614829774,0.490421456,,,,
26053,0.14,"2,060",14,158.7241538,2.950680248,0.436781609,,,,
26055,0.118,"10,940",11.8,37.98175869,2.523749442,0.352490421,,,,
26057,0.137,"5,590",13.7,33.40263485,2.055497405,0.425287356,,,,
26059,0.141,"6,460",14.1,156.8375529,3.737480485,0.440613027,,,,
26061,0.134,"4,820",13.4,74.44358547,2.795126866,0.413793103,,,,
26063,0.132,"4,120",13.2,159.2416181,2.307157155,0.406130268,,,,
26065,0.133,"38,760",13.3,185.002094,2.379692642,0.409961686,,,,
26067,0.113,"7,310",11.3,196.9787314,2.944245047,0.333333333,,,,
26069,0.16,"4,020",16,199.1111524,3.495621295,0.513409962,,,,
26071,0.144,"1,590",14.4,173.1186512,2.627464393,0.45210728,,,,
26073,0.155,"10,920",15.5,144.675714,2.187991656,0.494252874,,,,
26075,0.13,"20,620",13,131.5318066,2.119794904,0.398467433,,,,
26077,0.12,"31,740",12,173.6058087,2.972180887,0.360153257,,,,
26079,0.159,"2,810",15.9,178.8619293,2.388412222,0.509578544,,,,
26081,0.108,"70,540",10.8,155.4525844,3.980308993,0.314176245,,,,
26083,0.108,230,10.8,121.5401521,2.710217133,0.314176245,,,,
26085,0.179,"2,110",17.9,105.9052022,2.54250003,0.586206897,,,,
26087,0.133,"11,710",13.3,149.9261505,3.037420921,0.409961686,,,,
26089,0.094,"2,030",9.4,105.8068044,2.102845764,0.260536398,,,,
26091,0.124,"12,150",12.4,158.0306533,2.346875405,0.375478927,,,,
26093,0.094,"17,880",9.4,187.5607627,3.571930666,0.260536398,,,,
26095,0.154,970,15.4,157.8326973,3.450342396,0.490421456,,,,
26097,0.176,"1,900",17.6,193.6212348,2.411569049,0.574712644,,,,
26099,0.133,"116,040",13.3,131.8135405,2.82312102,0.409961686,,,,
26101,0.135,"3,310",13.5,188.9512725,3.550455953,0.417624521,,,,
26103,0.134,"8,890",13.4,194.1402713,2.703036594,0.413793103,,,,
26105,0.145,"4,220",14.5,116.3691632,2.60556081,0.455938697,,,,
26107,0.151,"6,550",15.1,196.541086,3.254741232,0.478927203,,,,
26109,0.121,"2,760",12.1,177.5352355,2.656091058,0.363984674,,,,
26111,0.114,"9,530",11.4,169.0832237,2.853286016,0.337164751,,,,
26113,0.142,"2,130",14.2,130.5310321,2.134781385,0.444444444,,,,
26115,0.124,"18,550",12.4,,2.500213534,0.375478927,,,,
26117,0.136,"8,630",13.6,,3.135958666,0.421455939,,,,
26119,0.178,"1,650",17.8,,2.461103396,0.582375479,,,,
26121,0.141,"24,540",14.1,,2.559959198,0.440613027,,,,
26123,0.144,"7,000",14.4,,2.390747544,0.45210728,,,,
26125,0.107,"134,340",10.7,,2.580146071,0.310344828,,,,
26127,0.138,"3,670",13.8,,2.903336174,0.429118774,,,,
26129,0.17,"3,560",17,,3.682535989,0.551724138,,,,
26131,0.155,900,15.5,,2.725149075,0.494252874,,,,
26133,0.149,"3,470",14.9,,3.019532616,0.471264368,,,,
26135,0.162,"1,340",16.2,,3.108389961,0.521072797,,,,
26137,0.145,"3,560",14.5,,2.34990664,0.455938697,,,,
26139,0.087,"25,130",8.7,,3.253621053,0.233716475,,,,
26141,0.15,"1,900",15,,2.875292746,0.475095785,,,,
26143,0.181,"4,320",18.1,,2.575568419,0.593869732,,,,
26145,0.149,"28,560",14.9,,2.470565284,0.471264368,,,,
26147,0.149,"23,770",14.9,,2.00687109,0.471264368,,,,
26149,0.141,"8,560",14.1,,2.644168363,0.440613027,,,,
26151,0.151,"6,210",15.1,,3.465732522,0.478927203,,,,
26153,0.156,"1,250",15.6,,2.442385291,0.498084291,,,,
26155,0.132,"8,990",13.2,,2.668405596,0.406130268,,,,
26157,0.146,"7,700",14.6,,2.105045102,0.459770115,,,,
26159,0.13,"9,820",13,,2.240014032,0.398467433,,,,
26161,0.104,"38,470",10.4,,2.261844756,0.298850575,,,,
26163,0.176,"308,080",17.6,,2.83630896,0.574712644,,,,
26165,0.145,"4,830",14.5,,3.600945542,0.455938697,,,,
27001,0.109,"1,730",10.9,,3.141926248,0.318007663,,,,
27003,0.054,"19,000",5.4,,3.731628835,0.107279693,,,,
27005,0.085,"2,910",8.5,,4.075271248,0.22605364,,,,
27007,0.114,"5,340",11.4,,3.281226067,0.337164751,,,,
27009,0.081,"3,260",8.1,,3.242854719,0.210727969,,,,
27011,0.089,440,8.9,,2.70436557,0.24137931,,,,
27013,0.084,"5,670",8.4,,2.78096868,0.222222222,,,,
27015,0.062,"1,570",6.2,,3.610218416,0.137931034,,,,
27017,0.089,"3,160",8.9,,2.978069125,0.24137931,,,,
27019,0.036,"3,720",3.6,,3.714968732,0.038314176,,,,
27021,0.108,"3,180",10.8,,3.070472175,0.314176245,,,,
27023,0.083,980,8.3,,3.22859781,0.218390805,,,,
27025,0.061,"3,400",6.1,,3.745433847,0.134099617,,,,
27027,0.077,"4,950",7.7,,3.946187882,0.195402299,,,,
27029,0.122,"1,080",12.2,,4.147837321,0.367816092,,,,
27031,0.096,520,9.6,,2.70957181,0.268199234,,,,
27033,0.083,930,8.3,,3.553011014,0.218390805,,,,
27035,0.09,"5,830",9,,2.93846076,0.245210728,,,,
27037,0.054,"23,150",5.4,,2.720319926,0.107279693,,,,
27039,0.045,930,4.5,,3.380704501,0.072796935,,,,
27041,0.069,"2,610",6.9,,2.579703516,0.164750958,,,,
27043,0.084,"1,150",8.4,,2.634583747,0.222222222,,,,
27045,0.069,"1,460",6.9,,2.587286941,0.164750958,,,,
27047,0.076,"2,320",7.6,,2.858044371,0.191570881,,,,
27049,0.07,"3,250",7,,3.398830991,0.168582375,,,,
27051,0.079,470,7.9,,3.045284701,0.203065134,,,,
27053,0.075,"94,710",7.5,,2.670477193,0.187739464,,,,
27055,0.06,"1,120",6,,3.775361904,0.130268199,,,,
27057,0.092,"1,970",9.2,,3.240665155,0.252873563,,,,
27059,0.07,"2,810",7,,3.910770076,0.168582375,,,,
27061,0.105,"4,760",10.5,,2.594084612,0.302681992,,,,
27063,0.06,600,6,,3.373515207,0.130268199,,,,
27065,0.093,"1,500",9.3,,3.100684825,0.256704981,,,,
27067,0.068,"2,910",6.8,,4.400656087,0.16091954,,,,
27069,0.08,340,8,,4.164804799,0.206896552,,,,
27071,0.105,"1,300",10.5,,3.085172193,0.302681992,,,,
27073,0.072,480,7.2,,4.01311632,0.176245211,,,,
27075,0.082,870,8.2,,4.350671558,0.214559387,,,,
27077,0.072,270,7.2,,2.822961567,0.176245211,,,,
27079,0.069,"1,970",6.9,,2.891438739,0.164750958,,,,
27081,0.077,440,7.7,,2.871822929,0.195402299,,,,
27083,0.078,"2,000",7.8,,2.978206371,0.199233716,,,,
27085,0.068,"2,440",6.8,,3.869773584,0.16091954,,,,
27087,0.161,890,16.1,,4.242205203,0.517241379,,,,
27089,0.068,630,6.8,,2.582057524,0.16091954,,,,
27091,0.095,"1,870",9.5,,3.083683421,0.264367816,,,,
27093,0.061,"1,420",6.1,,3.366338707,0.134099617,,,,
27095,0.103,"2,680",10.3,,3.390093981,0.295019157,,,,
27097,0.086,"2,830",8.6,,2.603623711,0.229885057,,,,
27099,0.084,"3,360",8.4,,2.734968473,0.222222222,,,,
27101,0.065,540,6.5,,2.813876795,0.149425287,,,,
27103,0.069,"2,360",6.9,,2.615743679,0.164750958,,,,
27105,0.066,"1,420",6.6,,3.892177647,0.153256705,,,,
27107,0.077,500,7.7,,2.731474375,0.195402299,,,,
27109,0.061,"9,620",6.1,,3.551534497,0.134099617,,,,
27111,0.073,"4,260",7.3,,4.13132155,0.180076628,,,,
27113,0.083,"1,170",8.3,,3.446040835,0.218390805,,,,
27115,0.103,"3,010",10.3,,2.759128591,0.295019157,,,,
27117,0.074,680,7.4,,4.043245132,0.183908046,,,,
27119,0.087,"2,730",8.7,,3.260710775,0.233716475,,,,
27121,0.071,780,7.1,,3.056689341,0.172413793,,,,
27123,0.095,"51,980",9.5,,4.066280531,0.264367816,,,,
27125,0.08,320,8,,2.848153186,0.206896552,,,,
27127,0.072,"1,100",7.2,,2.952398042,0.176245211,,,,
27129,0.073,"1,060",7.3,,2.823455117,0.180076628,,,,
27131,0.064,"4,260",6.4,,2.641145765,0.14559387,,,,
27133,0.064,600,6.4,,4.368824236,0.14559387,,,,
27135,0.067,"1,030",6.7,,3.963995729,0.157088123,,,,
27137,0.1,"20,040",10,,2.921135594,0.283524904,,,,
27139,0.044,"6,450",4.4,,3.194186396,0.068965517,,,,
27141,0.051,"4,910",5.1,,2.893386536,0.095785441,,,,
27143,0.063,940,6.3,,3.232990259,0.141762452,,,,
27145,0.079,"12,640",7.9,,2.710336532,0.203065134,,,,
27147,0.063,"2,320",6.3,,3.279318122,0.141762452,,,,
27149,0.063,610,6.3,,3.163734655,0.141762452,,,,
27151,0.09,840,9,,3.416047475,0.245210728,,,,
27153,0.086,"2,110",8.6,,3.363240249,0.229885057,,,,
27155,0.079,260,7.9,,2.834834548,0.203065134,,,,
27157,0.068,"1,460",6.8,,3.595506225,0.16091954,,,,
27159,0.113,"1,550",11.3,,2.703626766,0.333333333,,,,
27161,0.07,"1,310",7,,3.069595464,0.168582375,,,,
27163,0.044,"11,400",4.4,,2.688072568,0.068965517,,,,
27165,0.074,810,7.4,,3.562066085,0.183908046,,,,
27167,0.073,460,7.3,,2.757809169,0.180076628,,,,
27169,0.071,"3,590",7.1,,3.099534147,0.172413793,,,,
27171,0.048,"6,560",4.8,,2.976568599,0.084291188,,,,
27173,0.07,690,7,,0.330043635,0.168582375,,,,
28001,0.219,"6,800",21.9,,0.378618314,0.739463602,,,,
28003,0.175,"6,480",17.5,,0.251814836,0.570881226,,,,
28005,0.217,"2,680",21.7,,0.326996838,0.731800766,,,,
28007,0.19,"3,480",19,,0.216129844,0.62835249,,,,
28009,0.162,"1,340",16.2,,0.510518359,0.521072797,,,,
28011,0.206,"6,420",20.6,,0.413812835,0.689655172,,,,
28013,0.182,"2,620",18.2,,0.407671578,0.597701149,,,,
28015,0.151,"1,500",15.1,,0.473024314,0.478927203,,,,
28017,0.186,"3,170",18.6,,0.456451529,0.61302682,,,,
28019,0.167,"1,370",16.7,,0.233444431,0.540229885,,,,
28021,0.222,"2,010",22.2,,0.446270869,0.750957854,,,,
28023,0.179,"2,800",17.9,,0.561560169,0.586206897,,,,
28025,0.176,"3,430",17.6,,0.341170163,0.574712644,,,,
28027,0.233,"5,290",23.3,,0.159330437,0.793103448,,,,
28029,0.157,"4,440",15.7,,0.291168797,0.501915709,,,,
28031,0.181,"3,410",18.1,,0.059163181,0.593869732,,,,
28033,0.113,"20,600",11.3,,0.384633198,0.333333333,,,,
28035,0.2,"15,010",20,,0.345326438,0.666666667,,,,
28037,0.18,"1,390",18,,0.170135231,0.590038314,,,,
28039,0.184,"4,420",18.4,,0.257886921,0.605363985,,,,
28041,0.171,"2,320",17.1,,0.439097163,0.555555556,,,,
28043,0.181,"3,800",18.1,,0.262083301,0.593869732,,,,
28045,0.153,"7,260",15.3,,0.281059332,0.486590038,,,,
28047,0.182,"37,470",18.2,,0.069736675,0.597701149,,,,
28049,0.158,"37,160",15.8,,0.288676908,0.505747126,,,,
28051,0.276,"4,810",27.6,,0.304535183,0.957854406,,,,
